0.395388	0.00174281	0.597253	0.00116859	0.00221944	0.0022279	
0.0322152	0.00215893	0.870275	0.0674636	0.0250233	0.00286429	
0.683069	0.00206583	0.250561	0.0183659	0.00255419	0.0433833	
0.26989	0.00181456	0.693579	0.0011897	0.0311876	0.00233921	
0.369515	0.108637	0.184003	0.00113237	0.277745	0.0589677	
0.529539	0.00171727	0.316469	0.00112736	0.0745453	0.076602	
0.00160877	0.180445	0.168233	0.00131373	0.374466	0.273934	
0.271371	0.166975	0.451402	0.00113265	0.106822	0.00229662	
0.00156804	0.151728	0.363786	0.00126929	0.352576	0.129073	
0.165754	0.00189512	0.347568	0.00125739	0.343822	0.139704	
0.620447	0.262895	0.00259503	0.00133738	0.0680024	0.0447231	
0.52629	0.0017976	0.143527	0.00119577	0.191396	0.135794	
0.216831	0.0290054	0.365036	0.00137584	0.230111	0.157641	
0.291234	0.137265	0.341091	0.00124922	0.207265	0.0218948	
0.920754	0.0189242	0.00122155	0.000949766	0.0560191	0.00213121	
0.395328	0.162191	0.0014439	0.00113189	0.437638	0.00226726	
0.25749	0.226856	0.339023	0.154009	0.0203218	0.00230088	
0.465564	0.00182783	0.442345	0.00120579	0.0866173	0.00243916	
0.00144557	0.0561552	0.859771	0.00117962	0.0364635	0.0449856	
0.542057	0.0914324	0.318179	0.00120849	0.0368802	0.010243	
0.363168	0.108384	0.409987	0.113819	0.00225637	0.00238515	
0.0772295	0.812928	0.10298	0.00117014	0.0025002	0.00319199	
0.307028	0.164741	0.357387	0.00115899	0.107091	0.062593	
0.193249	0.00180122	0.744168	0.00120706	0.0572665	0.00230764	
0.521946	0.0626808	0.100934	0.156268	0.0271861	0.130986	
0.584201	0.00204353	0.407219	0.00134981	0.00264693	0.00253962	
0.223847	0.0192607	0.596693	0.0334364	0.103477	0.0232859	
0.528951	0.218299	0.147705	0.100028	0.00244203	0.00257524	
0.663693	0.00233789	0.0577367	0.0603655	0.122398	0.0934686	
0.243531	0.0735319	0.580666	0.00190846	0.00352102	0.0968416	
0.452259	0.190259	0.00168087	0.00131312	0.110158	0.244331	
0.828668	0.00194948	0.074209	0.0656679	0.0270036	0.00250241	
0.128471	0.619472	0.0973361	0.0416017	0.00345756	0.109661	
0.135956	0.101904	0.755629	0.0012624	0.0027471	0.00250196	
0.167517	0.0305005	0.761293	0.00118769	0.0227992	0.0167021	
0.00149585	0.207665	0.338159	0.00122894	0.0412159	0.410235	
0.719423	0.106069	0.167136	0.00118199	0.00239003	0.0038001	
0.0427342	0.0973773	0.825352	0.00119922	0.0237653	0.00957213	
0.862408	0.00167619	0.0550527	0.0439118	0.0343544	0.00259714	
0.17921	0.192327	0.584447	0.0202227	0.0213623	0.00243147	
0.0014953	0.0493705	0.943261	0.00121728	0.00229396	0.00236201	
0.101843	0.0240517	0.809505	0.00124877	0.00240842	0.0609426	
0.317869	0.00179908	0.559963	0.00118741	0.0460613	0.0731205	
0.378094	0.0698289	0.393729	0.00130331	0.154523	0.00252197	
0.615059	0.23127	0.00294109	0.0539002	0.00233262	0.0944964	
0.18742	0.0155349	0.559375	0.20294	0.00250533	0.0322246	
0.0076018	0.120081	0.818564	0.00177103	0.00334312	0.0486396	
0.157385	0.549579	0.223679	0.0570834	0.00229327	0.00998035	
0.118316	0.388954	0.47359	0.00159962	0.00293186	0.0146085	
0.00244916	0.209715	0.54824	0.00198752	0.00374683	0.233861	
0.0404386	0.0439114	0.79028	0.0240934	0.00321819	0.0980581	
0.102978	0.294331	0.527208	0.00160049	0.00343417	0.0704479	
0.00260043	0.222746	0.293921	0.00214122	0.00395198	0.47464	
0.00179226	0.0973974	0.603775	0.099491	0.0298625	0.167682	
0.891083	0.00161186	0.00418296	0.00106219	0.0745141	0.0275462	
0.372594	0.231715	0.25833	0.0221741	0.002512	0.112675	
0.136905	0.718663	0.0014397	0.0115573	0.00212158	0.129313	
0.765087	0.192339	0.0353266	0.00150469	0.00287282	0.00287043	
0.227228	0.00264584	0.627401	0.137372	0.00261822	0.0027341	
0.340413	0.213296	0.302205	0.00127921	0.120796	0.0220115	
0.346487	0.00633231	0.443861	0.000994332	0.200343	0.00198198	
0.199454	0.121117	0.615793	0.00137892	0.0595243	0.0027331	
0.154864	0.0127448	0.489475	0.0125814	0.254832	0.0755028	
0.039252	0.508012	0.0447639	0.00103403	0.349971	0.0569668	
0.171757	0.745192	0.00161599	0.00124875	0.047535	0.0326505	
0.24463	0.371817	0.261389	0.00133156	0.0926039	0.0282291	
0.367558	0.562525	0.0163704	0.00122607	0.00226779	0.0500527	
0.309041	0.512693	0.113368	0.00148686	0.0321419	0.0312689	
0.520669	0.0548206	0.0178267	0.00113392	0.364566	0.0409845	
0.554605	0.00170455	0.355134	0.00113229	0.0852445	0.00218055	
0.668867	0.00197676	0.269449	0.00123815	0.0377701	0.0206989	
0.421536	0.001582	0.462063	0.00105068	0.00194885	0.111819	
0.460611	0.0641512	0.416882	0.0248833	0.00225721	0.031215	
0.297419	0.00183992	0.674397	0.0216648	0.0022625	0.00241671	
0.815149	0.0020608	0.00176764	0.00137561	0.176978	0.00266925	
0.104917	0.296806	0.515988	0.0523829	0.0272821	0.00262336	
0.958674	0.0172226	0.00137571	0.00198604	0.00198503	0.0187569	
0.255852	0.677512	0.0013781	0.00107392	0.0621296	0.00205426	
0.00857158	0.508887	0.233901	0.0011322	0.00229892	0.24521	
0.232632	0.110344	0.520161	0.00119783	0.0165817	0.119083	
0.602247	0.380691	0.0113827	0.00116817	0.00223779	0.00227357	
0.15462	0.0884324	0.615998	0.135733	0.00260713	0.00260887	
0.310471	0.375099	0.267117	0.0424227	0.00243085	0.00245983	
0.504829	0.485578	0.00269992	0.00140387	0.0026443	0.00284478	
0.353006	0.0935741	0.441572	0.00106104	0.104006	0.00678156	
0.821065	0.00147144	0.00126308	0.00098988	0.173326	0.00188518	
0.561552	0.107625	0.104728	0.00115257	0.113287	0.111655	
0.446844	0.155878	0.343878	0.00108443	0.0501655	0.00214998	
0.614331	0.0377068	0.342852	0.00106815	0.00200044	0.00204155	
